,age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,gender_code,region_category_code,membership_category_code,year,joined_through_referral_code,preferred_offer_types_code,medium_of_operation_code,internet_option_code,used_special_discount_code,offer_application_preference_code,past_complaint_code,complaint_status_code,feedback_code
14452,18,18,453.37,36709.49,670.9,0,1,2,6,1,1,3,1,1,0,0,1,1
14453,15,18,78.58,32209.31,342.6151727251572,0,1,0,4,2,0,0,1,1,0,0,1,7
14454,53,15,-691.1188154669069,43849.18,762.58,1,2,5,5,1,1,0,0,1,0,1,3,2
14455,37,12,38.26,4418.77,693.07,1,0,0,4,0,0,0,0,0,1,0,1,3
14456,55,50,229.63,18094.99,679.135,1,0,1,6,1,0,3,0,1,0,0,1,8
14457,38,11,318.92,25755.05,665.2,1,1,2,4,1,0,3,2,1,1,1,0,7
14458,63,6,30.51,35198.6,744.91,1,1,5,6,1,2,3,1,1,0,1,2,7
14459,40,5,344.04,5269.98,1211.8487299472306,1,0,4,6,2,2,1,1,0,1,0,1,4
14460,63,2,853.94,15732.8,709.66,0,0,5,6,2,2,3,0,1,0,0,1,0
14461,33,13,-717.1904152616947,47949.59,608.53,1,0,0,4,1,1,0,0,0,1,1,2,2
14463,63,11,206.14,13457.36,922.2983850639816,0,1,5,4,2,0,2,0,1,0,0,1,3
14464,57,10,218.79,46945.0,613.43,0,1,2,4,2,0,1,0,1,0,0,1,0
14465,27,11,31.59,36498.09,725.08,1,1,3,4,1,0,2,1,0,1,0,1,1
14466,23,12,31.84,80341.27,760.97,0,0,1,5,1,1,0,1,0,1,1,4,5
14467,50,4,1475.961971232122,31081.86,616.37,1,1,2,6,1,1,1,0,1,1,0,1,3
14468,53,10,329.09,6545.12,521.32,0,1,0,4,0,2,3,2,0,1,0,1,3
14470,50,10,1325.8886016176614,22602.16,626.35,0,1,0,4,1,0,0,2,0,1,1,2,2
14471,62,14,568.58,31758.27,410.1640144560166,0,1,5,4,2,1,3,1,0,1,1,3,3
14472,57,7,131.17,30869.44,694.49,1,0,2,6,0,2,3,2,1,0,1,3,2
14474,42,18,143.29,46952.48,697.78,0,0,1,4,1,2,3,2,1,0,0,1,3
14475,12,11,190.06,16979.4,81.91539541874386,1,0,0,6,1,1,3,0,0,1,0,1,3
14476,32,22,113.7,17107.22,700.14,0,1,1,5,2,1,2,0,1,0,1,3,1
14477,22,10,182.3,88673.02,730.27,1,0,1,6,1,0,2,0,0,1,1,4,6
14478,51,2,661.46,35993.4,609.18,0,2,0,5,2,2,3,1,1,1,1,3,7
14479,53,16,592.83,15173.78,806.69,0,0,1,4,2,1,2,2,1,1,0,1,8
14480,18,50,84.53,7926.45,614.57,1,1,2,6,2,0,3,2,0,1,1,0,2
14481,26,13,478.08,30188.47,753.79,1,1,4,5,1,0,3,2,1,0,1,2,0
14482,40,19,31.27,10595.79,560.24,1,1,0,4,2,1,0,0,0,1,0,1,1
14484,28,21,63.63,43681.23,677.66,1,1,0,4,1,1,3,2,1,0,1,3,7
14485,27,6,263.81,13217.71,774.97,0,0,5,5,1,1,3,2,0,1,1,2,7
14486,49,17,-242.90899924921047,27785.1,516.17,1,0,0,5,2,1,1,1,0,1,1,3,3
14487,33,16,73.0,8516.95,681.9,0,1,0,5,2,2,2,2,1,0,0,1,2
14488,47,22,1244.0594842833416,26775.01,1225.091959762317,0,0,0,6,0,0,0,1,1,0,0,1,3
14489,41,4,239.82,37020.08,934.1709798811585,1,1,3,5,1,0,2,1,0,1,1,0,1
14490,38,5,104.56,20596.49,643.25,1,1,0,6,1,1,2,2,0,1,0,1,1
14491,58,12,390.89,3581.2,572.17,1,0,0,6,0,2,3,1,1,0,1,2,3
14492,18,10,561.61,17680.46,524.0165195069313,1,0,3,5,2,0,3,0,0,1,0,1,2
14493,35,14,33.87,36596.82,660.83,1,1,2,4,1,1,2,1,1,0,1,3,0
14494,31,4,33.43,10532.69,727.96,1,0,3,6,2,1,2,0,1,0,0,1,2
14495,45,12,335.55,983.07,621.33,0,0,5,6,1,1,1,0,0,1,1,4,0
14497,55,11,87.99,25533.21,503.61,1,1,2,5,0,0,2,2,0,1,0,1,3
14498,59,23,118.69,4934.66,769.93,0,0,1,6,2,0,2,1,0,1,1,4,3
14500,41,18,368.7,26258.71,720.3,1,1,4,6,1,0,2,1,0,1,1,2,5
14501,39,7,-796.5496479929581,14433.15,726.43,1,0,1,6,1,2,2,1,1,0,0,1,3
14502,23,10,36.61,12295.13,529.19,1,1,0,5,2,2,3,0,0,1,1,4,0
14503,38,21,-946.2954751031104,29593.59,778.55,1,1,3,4,1,1,3,0,0,1,0,1,6
14505,27,15,300.69,12009.26,699.22,1,0,0,6,1,1,3,2,0,1,0,1,2
14507,49,12,34.0,42551.18,695.6949999999999,1,0,1,5,1,0,3,0,1,0,1,0,0
14508,43,3,34.86,76385.63,716.03,1,1,4,4,1,1,3,0,0,1,1,3,8
14510,34,15,95.09,22535.59,662.04,1,1,0,6,1,2,2,0,1,0,0,1,2
14511,31,7,579.09,19367.32,579.67,1,0,2,4,2,0,0,2,1,0,0,1,7
14512,10,3,-655.638030316441,5501.17,546.46,1,1,2,4,1,2,3,0,0,1,0,1,0
14513,47,20,-632.9096201384098,38008.9,699.94,0,0,0,6,1,2,0,0,1,0,1,4,7
14515,10,23,109.19,31543.2,667.7,1,1,2,4,1,1,0,2,1,0,1,2,7
14516,34,9,55.01,33805.95,655.7,0,2,5,5,2,1,3,0,1,0,0,1,1
14517,23,19,342.61,14536.86,792.1,1,1,4,5,1,1,2,1,1,0,1,4,1
14518,62,16,154.43,8058.55,755.7,1,2,5,5,2,0,3,1,1,0,1,0,2
14519,10,8,695.3,13106.91,721.92,1,1,1,6,2,1,2,1,0,1,1,0,7
14520,17,23,498.83,15718.87,790.6,0,0,4,5,1,0,3,1,0,1,0,1,5
14521,56,11,144.35,82350.46,794.66,0,2,1,5,1,0,3,0,1,0,0,1,6
14522,48,13,-870.4614851008986,26253.96,502.77,0,1,0,4,1,0,3,2,0,1,1,3,2
14523,43,2,428.03,32835.74,713.08,1,1,4,6,1,0,1,1,1,0,0,1,2
14524,54,50,34.03,18945.67,847.03,1,0,3,6,1,1,2,0,0,1,0,1,5
14526,35,19,165.3,46241.73,714.02,1,0,4,4,0,0,3,0,1,0,1,3,1
14527,63,20,745.61,38235.83,834.35,0,2,3,5,2,1,2,1,1,0,1,0,4
14528,20,18,359.94,13160.13,1132.8337856516575,1,0,5,4,1,2,3,2,0,1,0,1,7
14529,52,3,300.62,40097.65,990.455857101105,1,0,0,5,2,2,3,0,1,1,1,4,0
14530,48,14,265.52,29853.07,848.0779285505525,1,2,2,4,1,1,2,1,1,1,1,2,1
14531,56,16,414.67,15502.04,705.7,1,1,3,4,0,1,0,1,0,1,0,1,3
14533,61,12,109.97,11886.61,756.98,1,1,3,5,1,1,2,1,1,0,1,3,7
14534,24,10,1216.61,11018.9,539.63,0,1,2,6,2,2,2,1,0,1,1,3,0
14535,45,23,206.31,89951.03,776.72,1,0,3,5,1,0,2,2,0,1,0,1,8
14536,47,12,183.96,17588.51,1018.4056063267468,0,1,2,4,2,0,2,2,1,0,1,4,0
14537,64,3,31.17,40632.31,661.54,0,1,0,6,1,0,3,1,1,0,0,1,0
14538,11,10,30.6,48771.88,611.58,0,0,5,6,0,0,3,1,1,0,0,1,7
14539,64,11,80.43,18776.19,912.8686828649325,0,1,2,5,2,1,3,1,1,0,1,0,3
14540,29,2,1086.24,35745.08,1214.157365729865,1,1,1,4,2,1,1,2,0,1,1,2,0
14541,64,6,33.01,23277.13,657.02,0,1,0,5,0,2,0,2,0,1,0,1,2
14543,48,8,30.67,38795.56,792.42,1,0,4,4,1,1,3,0,0,1,1,0,0
14544,44,6,-745.1324861402679,17436.74,792.59,0,0,5,6,0,0,0,1,0,1,1,3,7
14545,33,13,32.71,59338.67,705.87,1,0,1,6,1,0,2,0,1,0,1,3,5
14546,38,17,55.88,24106.26,775.39,1,1,5,6,1,2,2,2,0,1,1,4,1
14547,56,50,40.81,24572.1,761.61,1,1,1,5,2,2,3,1,0,1,0,1,3
14548,58,21,95.83,32245.36,775.77,1,1,3,4,2,0,3,0,1,0,0,1,7
14549,12,15,256.28,14743.37,715.1,0,1,1,5,0,0,2,0,1,1,0,1,2
14550,52,16,30.36,2244.27,282.3189855182107,0,0,5,5,1,2,3,0,1,0,0,1,0
14551,51,8,545.06,8124.55,764.19,1,1,3,4,2,2,0,0,0,1,1,0,0
14552,19,8,302.04,24952.78,750.39,0,1,4,6,1,2,1,1,0,1,1,4,7
14553,34,17,56.99,15539.18,624.88,0,0,2,5,1,0,2,2,0,1,0,1,1
14554,57,20,34.61,45719.96,718.92,1,0,1,5,1,2,2,2,0,1,1,3,7
14555,13,8,34.28,16234.44,637.6,1,0,5,5,2,1,3,0,1,0,1,3,3
14556,58,24,326.54,10369.18,639.33,1,1,0,5,1,0,2,1,0,1,0,1,7
14557,33,12,693.29,11854.11,771.27,1,0,4,5,2,1,3,2,1,0,0,1,5
14558,56,3,31.71,9008.53,662.05,0,1,2,5,1,0,3,2,1,0,1,4,7
14559,40,13,31.62,43284.21,612.76,0,1,0,6,1,0,0,0,0,1,0,1,3
14560,44,19,36.97,20133.77,617.79,1,1,1,5,0,0,2,0,1,0,1,4,1
14561,50,8,40.69,49041.91,622.82,1,2,2,5,2,1,2,0,1,0,0,1,2
14562,14,17,34.0,9622.21,1682.225668129061,0,1,5,4,1,1,3,2,0,1,1,0,7
14563,20,9,300.81,25555.07,846.19,1,0,3,6,1,0,3,2,1,1,0,1,4
14564,17,17,47.94,27562.67,716.85,1,0,5,5,0,2,3,0,0,1,0,1,3
14565,20,18,80.38,37483.52,911.4587457389516,1,1,2,4,1,0,3,2,1,0,1,3,3
14566,44,22,134.22,47194.35,1073.403519429546,1,2,4,5,1,0,0,2,1,0,1,2,1
14567,42,9,109.2,20548.24,781.33,1,0,5,5,1,1,2,0,0,1,0,1,7
14568,15,4,720.52,25672.44,669.42,0,0,0,5,2,0,3,2,1,1,0,1,2
14569,38,8,68.5,1039.33,692.896,0,0,2,5,1,1,0,1,0,1,1,3,1
14570,55,9,422.71,43376.0,716.372,0,0,5,4,1,0,3,1,1,0,0,1,1
14571,56,19,34.39,37826.39,739.848,1,1,1,4,1,1,2,0,0,1,1,2,1
14572,64,13,31.19,28902.23,763.324,0,2,2,5,2,0,2,2,0,1,0,1,3
14573,18,20,461.97,27874.63,786.8,0,1,4,4,0,2,3,2,0,1,1,4,7
14574,34,12,168.04,33334.62,718.27,1,1,1,6,2,2,2,2,0,1,0,1,1
14575,15,17,146.43,13071.25,778.23,0,0,5,5,2,2,2,0,0,1,1,4,7
14576,12,13,282.6,7117.44,800.25,0,2,3,6,2,2,2,0,1,0,0,1,5
14577,39,5,349.86,11893.93,253.4637988149184,0,1,2,4,1,1,2,1,0,1,0,1,0
14578,43,13,75.0,11716.73,723.05,1,1,5,6,1,2,2,0,0,1,0,1,1
14579,58,6,131.07,34473.24,407.1794921331572,0,1,4,5,2,2,3,2,1,0,0,1,7
14580,37,9,49.45,23131.13,1000.462646960728,1,1,2,4,2,2,3,1,1,0,1,2,3
14581,21,9,-695.1367106600737,3404.0,750.916323480364,0,0,0,4,2,2,2,2,1,0,0,1,3
14582,57,9,-494.5967434601683,27745.14,501.37,0,1,2,5,2,0,1,2,1,0,1,0,1
14583,46,16,929.1659918469608,12894.64,542.2850000000001,0,0,1,4,2,1,3,0,1,0,0,1,7
14584,57,11,79.98,43764.62,583.2,0,0,0,5,2,1,3,2,1,0,0,1,1
14587,56,18,67.02,43569.92,725.51,0,1,3,5,1,2,3,2,0,1,0,1,1
14588,46,11,501.27,47747.27,703.45,0,2,1,5,0,1,0,0,1,0,0,1,2
14589,20,1,31.58,27652.18,823.0966747780399,0,2,2,5,2,2,2,2,0,1,1,0,3
14590,52,15,30.93,41663.48,776.39,0,2,1,4,2,1,3,2,0,1,0,1,0
14591,14,14,128.85,30919.15,728.57,1,1,4,6,2,2,0,1,0,1,1,2,7
14592,48,14,32.93,16400.91,1009.3396619442016,1,0,0,4,2,1,2,0,1,0,0,1,1
14593,26,5,203.71,7927.27,746.4,1,1,1,5,1,1,2,0,0,1,0,1,0
14594,27,10,52.97,15833.12,726.91,0,0,4,4,2,2,2,2,0,1,0,1,7
14595,53,9,663.85,42769.6,780.84,0,0,3,5,2,0,1,0,1,0,1,2,7
14596,48,8,211.71,35527.83,649.07,1,0,2,4,1,1,3,2,0,1,1,2,0
14597,27,19,108.67,74895.58,786.24,0,1,4,4,2,0,3,1,1,0,0,1,6
14598,21,24,-79.83162430078801,40762.48,661.48,1,1,2,5,1,1,3,0,1,0,1,4,0
14599,17,7,950.03,44868.01,693.79,0,1,1,5,2,0,3,1,0,1,1,0,3
14601,27,8,339.89,4836.71,227.02597497105785,1,1,2,4,1,1,3,0,1,0,0,1,1
14602,29,16,75.18,15818.43,786.3,0,0,1,5,1,0,2,0,0,1,1,0,6
14603,22,4,372.01,14435.1,687.79,0,1,0,6,1,0,2,1,1,0,1,2,7
14604,18,15,34.14,19713.78,298.6091176803705,1,1,0,5,1,2,3,2,1,0,1,3,0
14605,52,22,240.18,34144.3,633.51,1,0,0,6,2,0,3,0,1,0,1,0,3
14606,33,6,71.54,18521.06,768.34,1,1,4,5,0,1,3,0,0,1,0,1,0
14607,40,22,43.35,19365.81,400.36489120574765,1,0,1,6,1,2,3,1,1,0,0,1,0
14608,64,16,298.96,39306.47,709.24,1,0,0,6,0,1,2,1,0,1,0,1,3
14609,42,7,139.78,20581.49,791.12,1,1,1,6,1,0,0,2,0,1,0,1,1
14611,56,21,30.6,10480.96,753.74,1,2,4,6,1,1,3,1,0,1,1,4,7
14612,48,18,-1065.769896897259,49178.85,700.08,1,1,4,5,1,1,3,1,1,0,1,4,7
14613,19,15,103.66,37792.08,962.9145175261203,1,0,5,6,1,0,3,1,1,0,1,3,2
14614,22,9,30.93,36651.43,1225.7490350522407,1,0,3,5,0,0,3,2,1,0,0,1,2
14615,41,11,33.85,33919.07,145.13864646164842,0,1,5,4,2,0,2,2,1,0,0,1,0
14616,59,14,205.94,3335.72,304.5905000361208,1,0,0,5,1,0,2,2,1,0,1,2,2
14617,17,3,182.49,5547.63,1184.0343717234048,0,1,5,5,1,1,3,2,1,0,1,3,3
14618,25,11,500.54,2005.91,715.2,1,0,1,5,0,0,1,0,0,1,0,1,3
14619,26,15,59.36,48995.98,776.22,1,1,1,6,1,2,3,1,1,0,1,3,7
14620,33,15,430.52,53450.26,1247.3405233397682,0,2,3,5,1,1,1,0,0,1,0,1,4
14621,14,5,106.73,19907.4,199.59167386679007,0,1,0,4,0,1,3,0,1,0,0,1,7
14622,21,16,167.88,18634.3,1125.1093063254348,0,1,1,5,2,0,0,2,0,1,1,0,2
14623,51,6,442.33,4549.67,648.94,0,1,2,4,1,1,3,1,1,1,1,3,1
14624,23,12,549.55,15496.31,610.14,1,0,5,6,0,1,3,1,0,1,1,4,3
14625,60,13,223.85,26997.5,609.27,1,0,2,4,0,1,2,2,1,0,1,3,0
14626,28,13,134.61,9621.78,396.7799254968744,2,1,5,4,1,1,3,2,0,1,0,1,0
14627,34,17,1700.6468060322345,30313.27,184.2898509937488,0,2,5,4,2,0,0,2,0,1,0,1,2
14629,46,9,585.99,10665.86,735.64,1,0,3,5,2,0,3,1,1,0,1,3,7
14630,50,23,85.37,47682.92,701.73,0,1,3,6,2,1,3,2,0,1,1,3,2
14634,55,18,265.25,19008.79,712.45,1,2,4,6,1,1,3,1,1,0,0,1,2
14635,64,50,33.85,82234.84,713.25,0,0,3,6,0,0,3,2,1,0,1,4,4
14637,59,8,484.86,5257.4,717.17,0,0,3,4,1,0,1,1,1,0,0,1,0
14638,24,14,1204.8394499873586,9609.97,305.05685885497707,0,1,2,6,2,1,0,2,1,0,0,1,3
14639,17,50,129.24,22854.8,635.808145111251,0,1,1,6,2,2,3,2,0,1,0,1,2
14640,56,16,33.94,41741.67,966.5594313675248,0,0,5,5,1,2,3,2,0,1,0,1,3
14641,44,3,70.24,34525.68,941.6456453622797,1,1,5,5,1,0,0,2,0,1,0,1,2
14642,16,15,461.08,91913.77,820.54,1,1,4,6,1,0,2,0,0,1,0,1,5
14643,28,10,1060.974738838302,33971.23,775.07,0,0,3,5,2,0,0,0,1,0,0,1,7
14645,59,50,33.77,1596.07,648.34,1,1,5,6,0,0,2,0,1,0,0,1,0
14647,53,18,527.09,33453.1,553.22,0,1,0,5,2,1,3,2,1,1,0,1,1
14648,33,11,32.79,28682.47,617.96,0,0,2,4,2,1,0,1,0,1,0,1,0
14649,15,13,33.88,48657.08,588.73,1,1,2,5,1,0,2,0,1,0,0,1,3
14651,20,13,32.34,65373.9,1094.0371411552312,0,0,1,6,1,1,0,2,1,0,0,1,4
14652,34,5,48.23,46689.83,737.85,0,0,3,4,0,0,2,0,1,0,1,2,2
14654,56,9,282.34,27351.81,486.9918443039531,0,1,1,5,2,1,2,2,1,0,0,1,1
14655,20,19,93.54,21494.88,686.91,0,0,5,6,1,0,2,2,0,1,1,3,7
14656,25,12,83.79,25459.91,652.61,1,0,2,4,2,0,3,2,1,0,0,1,3
14657,15,12,37.05,53006.96,823.24,0,1,4,6,2,2,2,0,0,1,0,1,4
14658,32,24,78.14,5035.12,1003.500422384117,0,0,0,4,1,2,3,1,0,1,0,1,1
14659,57,11,169.17,18048.84,662.83,1,0,1,5,1,0,3,2,0,1,0,1,2
14660,60,17,34.45,34856.32,685.4300000000001,1,0,2,6,1,1,3,1,0,1,1,2,7
14661,30,12,620.52,38083.55,708.03,0,1,0,4,0,1,1,0,0,1,0,1,1
14662,62,13,69.33,845.14,790.37,0,1,4,6,1,1,2,2,1,0,0,1,7
14663,42,12,260.86,34079.46,665.79,1,0,0,4,2,0,2,1,1,0,1,3,3
14664,10,50,138.05,31076.83,701.28,1,1,3,6,2,2,0,0,1,0,1,0,3
14665,29,2,-845.1891265126416,4317.38,651.15,0,0,2,6,1,0,3,1,0,1,1,3,3
14667,50,14,82.31,34956.35,688.97,0,1,0,4,2,0,0,1,0,1,1,0,3
14670,43,9,130.37,82819.28,728.26,0,2,4,4,1,1,2,0,0,1,1,0,8
14671,52,5,78.48,24433.2,188.1263700870477,0,0,0,5,1,1,2,1,0,1,1,4,0
14673,55,23,176.92,49421.23,744.01,0,1,1,5,0,1,3,2,1,0,1,4,7
14674,55,8,72.0,9581.32,773.48,0,0,3,5,2,0,2,2,1,0,1,0,4
14675,44,50,228.68,11682.72,658.98,1,1,5,4,1,0,0,2,0,1,0,1,7
14677,39,8,60.79,7729.57,782.2600263220413,1,1,0,5,2,2,2,1,0,1,1,2,7
14678,57,14,762.41,47364.79,827.5700526440827,1,1,0,5,2,0,2,1,1,1,0,1,2
14679,50,14,544.17,44718.73,747.32,1,0,4,5,2,2,0,1,0,1,0,1,0
14680,43,21,88.46,32993.28,676.14,1,0,2,6,1,0,3,0,1,0,1,4,2
14682,50,50,132.86,38710.23,757.45,0,2,5,6,0,2,2,1,1,0,1,3,7
14683,26,1,-1122.608810151196,23538.11,723.79,0,0,4,6,1,0,2,2,1,0,0,1,7
14684,12,14,420.82,18306.06,700.67,1,0,1,6,1,1,3,1,1,0,1,4,4
14685,26,7,153.34,35162.02,797.13,1,0,5,5,1,0,2,2,0,1,0,1,3
14686,10,12,529.55,3277.11,713.41,0,0,5,5,2,1,3,2,1,0,1,2,2
14687,59,10,932.04,42416.36,112.10295606269564,0,1,0,4,2,0,1,0,1,1,0,1,0
14688,10,8,443.53,17856.63,766.43,0,0,3,5,1,0,1,1,1,0,1,3,3
14689,38,4,349.97,6069.79,635.21,0,0,2,5,1,2,1,2,0,1,1,2,7
14691,48,16,249.85,32055.71,775.39,1,1,5,5,1,2,2,1,0,1,0,1,0
14693,54,6,159.01,39674.15,171.4804233975884,0,1,1,6,2,2,3,1,0,1,0,1,0
14694,61,10,155.66,47552.02,100.27720564825712,1,1,2,5,2,0,0,0,1,0,0,1,1
14697,19,15,32.08,45016.88,636.21,0,0,0,6,0,0,3,2,0,1,0,1,7
14698,36,13,85.88,40162.47,608.94,1,0,0,6,1,0,3,2,1,0,1,0,1
14699,19,12,33.33,3395.1,736.53,0,0,5,4,0,0,2,0,1,0,0,1,0
14700,29,16,165.88,5158.16,713.21,0,1,1,5,1,2,0,1,0,1,0,1,1
14701,10,26,51.83,9330.06,769.06,1,0,4,5,2,2,2,2,1,0,0,1,3
14702,46,16,148.61,9179.68,619.31,0,2,2,6,1,0,3,0,1,0,1,0,2
14703,14,5,147.42,49582.28,715.88,1,1,2,5,2,0,0,2,1,0,1,2,2
14704,25,8,65.2,17225.29,719.42,0,1,3,6,1,2,0,1,0,1,1,3,3
14706,61,21,148.71,13372.8,645.59,0,2,1,4,1,2,0,1,1,0,0,1,0
14708,38,5,122.67,12179.53,601.61,0,1,5,6,0,1,3,1,0,1,1,0,0
14709,35,18,335.74,23760.6,855.4977301977734,0,0,1,5,1,2,3,0,1,0,0,1,7
14710,19,15,190.94,26145.37,765.54,0,2,3,6,0,2,2,1,1,0,0,1,2
14711,29,2,297.28,40368.15,173.6475529411341,1,0,2,4,1,2,3,1,0,1,0,1,2
14714,45,14,226.45,3391.04,586.71,1,0,2,5,2,1,1,1,0,1,1,2,0
14715,32,21,33.24,25642.99,150.32885780368508,0,0,0,4,1,0,2,1,0,1,1,4,0
14716,28,9,44.82,26791.88,732.96,0,0,3,4,2,0,2,0,0,1,1,3,7
14718,14,5,1303.917528127767,6348.79,673.94,1,0,0,6,2,0,0,1,1,0,1,0,2
14719,58,14,293.19,89601.75,806.88,1,1,4,4,0,1,0,0,1,0,0,1,6
14720,14,15,57.62,24480.99,657.5,0,0,2,6,1,1,2,1,1,0,0,1,7
14721,10,21,71.04,26179.27,227.24790198368183,0,2,4,5,1,2,3,1,1,0,0,1,0
14722,46,10,31.98,68997.47,765.57,0,0,4,4,1,2,2,0,1,0,0,1,6
14723,61,1,507.89,32805.36,1073.487717351,0,0,5,5,2,0,1,1,1,0,1,3,0
14724,41,24,379.41,36373.36,702.86,0,2,5,6,1,2,3,1,0,1,1,0,1
14725,20,15,499.14,25477.93,775.93,0,2,1,4,1,0,1,2,1,0,1,2,4
14726,54,50,68.45,3886.91,641.5649999999999,0,0,3,6,1,1,3,1,0,1,1,0,3
14727,57,14,93.85,4972.65,507.2,1,2,0,4,1,0,0,1,0,1,0,1,0
14728,57,21,333.41,3190.14,690.79,1,1,5,4,2,2,2,1,1,1,0,1,7
14729,24,6,111.72,34202.43,324.8835798949064,0,0,2,4,1,1,3,1,1,0,0,1,7
14730,44,15,47.59,46959.74,316.4945123726917,1,2,1,6,0,2,2,1,0,1,1,0,3
14731,17,17,-795.4320308422799,84378.32,308.10544485047706,0,1,1,4,1,1,1,2,1,0,0,1,6
14732,41,22,31.51,4176.54,771.75,1,1,5,5,2,0,3,0,0,1,1,0,0
14734,22,15,103.15,6017.41,613.82,1,2,2,5,1,1,3,0,1,0,1,2,1
14735,28,8,71.7,31689.14,254.9691012642465,1,2,1,6,2,2,2,1,0,1,1,3,0
14736,27,2,897.71,40816.67,600.31,0,0,2,5,2,1,3,2,0,1,0,1,7
14737,18,3,352.99,14533.76,789.9,0,1,3,6,2,2,1,2,1,1,1,4,3
14738,33,9,171.53,24615.16,630.93,1,1,0,5,1,2,0,0,1,0,1,0,0
14739,28,50,528.39,29057.74,642.805,0,1,3,4,2,1,2,1,0,1,1,4,4
14740,35,9,165.39,23327.61,654.68,1,1,1,6,0,1,3,0,1,0,1,3,0
14742,12,22,118.59,49445.65,701.08,1,0,4,5,2,1,0,0,1,0,0,1,1
14743,34,16,34.65,1123.21,611.735,0,1,1,5,2,2,0,1,0,1,1,3,7
14746,21,18,752.59,48868.9,626.67,0,1,0,6,2,2,3,0,1,0,1,0,0
14747,22,10,266.92,1210.81,665.2,1,2,2,6,1,1,3,1,0,1,0,1,7
14748,57,2,1589.1830813811498,42534.58,701.25,1,1,0,6,1,0,2,0,1,1,1,2,2
14749,58,4,128.72,49810.84,771.23,1,1,3,6,0,1,3,0,1,0,1,4,8
14750,49,50,250.35,3711.96,612.16,1,2,1,5,1,1,3,1,0,1,0,1,3
14751,28,14,34.91,49858.89,1179.4775573681206,0,1,0,4,1,2,2,1,1,0,1,0,7
14752,61,14,150.93,11602.22,719.15,0,1,0,6,0,0,2,0,1,0,0,1,0
14753,61,14,34.16,7186.34,714.36,1,0,1,5,2,2,3,2,0,1,0,1,2
14755,51,12,216.87,26604.44,648.83,0,0,2,6,0,2,3,0,1,0,0,1,2
14756,48,11,389.29,17315.27,663.38,1,0,1,6,1,1,1,2,1,0,1,0,0
14758,51,10,105.22,38650.85,642.8,0,2,0,5,1,1,0,2,0,1,0,1,0
14759,31,16,35.45,17274.08,697.13,1,0,0,4,1,0,3,1,1,0,1,4,0
14760,53,14,512.85,26611.56,623.61,1,0,5,4,2,2,3,1,1,0,0,1,2
14761,23,23,286.61,28446.64,633.47,1,1,5,5,2,1,3,0,1,1,1,0,2
14762,55,14,1056.53,3551.41,1141.6620499412772,1,0,1,4,2,1,0,1,1,1,0,1,3
14764,52,13,37.97,11214.85,604.96,1,1,0,4,0,2,2,2,0,1,0,1,2
14765,36,6,104.94,18541.64,512.3691572444114,1,1,1,4,1,0,2,0,0,1,0,1,1
14766,34,19,31.19,18932.4,698.49,1,1,2,5,2,2,3,2,0,1,1,3,3
14767,55,16,34.54,34732.64,618.31,0,1,5,5,0,2,3,1,1,0,0,1,0
14768,42,15,127.73,36951.95,774.58,1,0,5,5,2,0,2,0,0,1,1,3,3
14769,61,12,424.96,13143.0,567.58,0,1,0,4,2,1,2,2,0,1,0,1,3
14770,33,16,314.85,63457.73,782.58,0,2,4,6,1,2,3,1,1,0,0,1,8
14771,27,50,142.34,4298.01,673.065,1,1,5,4,1,2,3,2,1,0,1,2,1
14772,33,14,67.53,46713.25,563.55,0,1,0,4,1,2,2,1,1,0,1,3,1
14773,33,12,275.75,34918.42,642.62,0,1,2,4,1,1,2,2,1,1,1,3,0
14774,22,9,388.11,39339.24,564.18,1,1,2,4,0,1,2,1,0,1,0,1,2
14775,61,22,514.28,12561.86,774.75,1,0,3,6,0,0,0,1,0,1,0,1,7
14776,55,20,695.93,30306.19,510.25,1,0,0,4,2,1,3,1,0,1,1,3,7
14777,35,3,243.74,36139.15,379.8501781844204,1,2,4,6,2,1,3,2,0,1,1,2,6
14779,40,16,75.48,38887.88,791.335,1,0,0,5,0,1,3,0,1,0,0,1,3
14780,47,14,45.36,41309.06,740.01,0,1,5,6,0,1,0,1,0,1,1,4,3
14781,34,20,131.2,24690.86,773.51,0,0,1,5,2,1,3,2,0,1,1,2,2
14782,64,23,655.57,11993.97,649.3,0,0,0,6,2,1,1,0,1,0,0,1,3
14783,41,2,788.95,95352.33,788.75,1,1,5,4,0,1,3,1,1,1,1,0,8
14784,22,9,86.69,18275.98,555.29,1,0,0,5,2,1,3,1,1,0,1,3,1
14786,35,10,329.19,7725.51,1139.0587511421068,1,1,2,6,0,0,3,0,1,1,0,1,0
14787,61,8,196.35,17692.22,519.73,0,0,2,6,2,1,2,0,0,1,1,2,0
14789,57,14,223.77,41508.44,655.36,1,0,0,4,2,2,2,1,1,0,0,1,2
14790,14,19,32.23,39745.69,580.42,1,1,0,5,2,1,3,2,1,0,0,1,2
14791,24,1,199.88,38932.49,634.1,0,1,2,4,1,1,0,1,1,0,0,1,2
14792,59,15,213.45,12083.5,714.15,1,2,1,6,2,0,2,2,1,0,1,3,0
14793,33,11,166.68,17444.65,746.71,1,0,4,5,2,0,2,0,1,0,0,1,5
14794,21,50,476.5,9649.48,676.62,0,2,2,4,0,1,2,1,1,0,0,1,3
